iter	Logloss
147	0.2839949469
148	0.2836262463
149	0.2835051322
150	0.2834221383
151	0.2833414242
152	0.2832572177
153	0.2831496301
154	0.2830547579
155	0.2828738549
156	0.2827840826
157	0.2826834299
158	0.2825901263
159	0.2825110516
160	0.2824126565
161	0.2823300393
162	0.2821809889
163	0.2820404999
164	0.2819526141
165	0.2818470633
166	0.281719056
167	0.2816252257
168	0.2814873253
169	0.2813761625
170	0.281063612
171	0.2809439909
172	0.280743482
173	0.2803494098
174	0.280276251
175	0.2801979017
176	0.280080605
177	0.2800300231
178	0.2799526793
179	0.2798830434
180	0.2797970673
181	0.2797217023
182	0.2796439781
183	0.2795757879
184	0.2794613113
185	0.2793656573
186	0.279310891
187	0.2792264444
188	0.2789645482
189	0.2788956791
190	0.2788122648
191	0.2787347352
192	0.2786458149
193	0.2785549636
194	0.2784590028
195	0.2783685348
196	0.278294238
197	0.2782284893
198	0.2778644834
199	0.2778030011
200	0.2777561309
201	0.2775788696
202	0.2775213298
203	0.2774056284
204	0.2772960521
205	0.2772053474
206	0.2770993303
207	0.2770286656
208	0.2769229609
209	0.2768582666
210	0.2767506124
211	0.2766716531
212	0.2765108409
213	0.2762023071
214	0.2760557173
215	0.2759744742
216	0.2758296386
217	0.2757643239
218	0.2756940913
219	0.2755219892
220	0.2754596492
221	0.2753584579
222	0.275275492
223	0.2750421556
224	0.2749669212
225	0.274889898
226	0.2747778843
227	0.2746732024
228	0.2745533606
229	0.2744505458
230	0.2742810266
231	0.2742045063
232	0.273889844
233	0.2736824385
234	0.2735891388
235	0.2735285744
236	0.2734158474
237	0.2733414415
238	0.2732873193
239	0.2731861899
240	0.2730991357
241	0.2730093001
242	0.2729219101
243	0.2728267215
244	0.272666483
245	0.2725179288
246	0.2724538373
247	0.272382206
248	0.2721132649
249	0.2720380031
250	0.2719569726
251	0.2718478446
252	0.2717748848
253	0.2717166483
254	0.2715961716
255	0.2715452082
256	0.2714814741
257	0.2713983641
258	0.2713344843
259	0.2712137676
260	0.2711220068
261	0.2710317331
262	0.2709715407
263	0.2708941408
264	0.2708222858
265	0.2707053099
266	0.2705494432
267	0.2703727698
268	0.2702861028
269	0.2702272665
270	0.2700713359
271	0.2700210242
272	0.2699299391
273	0.2698488744
274	0.2697764107
275	0.2696878857
276	0.2696064992
277	0.2695211654
278	0.2694297763
279	0.2693771259
280	0.2693031412
281	0.2692322049
282	0.2691629957
283	0.2690839866
284	0.2690082798
285	0.268922131
286	0.2688562803
287	0.2687836196
288	0.2687039431
289	0.2686370437
290	0.2685626491
291	0.2684936749
292	0.268414818
293	0.2681109871
294	0.2679889394
295	0.2679242498
296	0.2678830153
297	0.2678363644
298	0.2677837104
299	0.2677444826
300	0.2676653552
301	0.267601945
302	0.2675342412
303	0.2674412717
304	0.2673249464
305	0.2672434133
306	0.2672067514
307	0.2671253948
308	0.2670477125
309	0.2669652867
310	0.2668824989
311	0.2668036219
312	0.2667337506
313	0.2666407655
314	0.2664713092
315	0.2664112731
316	0.2663467521
317	0.2663029105
318	0.266232583
319	0.2661425758
320	0.266074832
321	0.2660077173
322	0.2659599901
323	0.2658795339
324	0.2657493204
325	0.2656477518
326	0.2655844634
327	0.2655226758
328	0.2654670821
329	0.2654135705
330	0.2653460217
331	0.2652781991
332	0.2652264168
333	0.2651779652
334	0.2651325588
335	0.2650530742
336	0.2649917554
337	0.2649130398
338	0.2648429843
339	0.2647844258
340	0.2646822405
341	0.2646395187
342	0.2645706873
343	0.2644583258
344	0.2643963011
345	0.2643346899
346	0.2642765331
347	0.264205336
348	0.2641437779
349	0.2641038633
350	0.2640372253
351	0.2639336527
352	0.2638579444
353	0.2637671656
354	0.2636985422
355	0.2635461996
356	0.2634829102
357	0.2634380073
358	0.2633821288
359	0.263308551
360	0.2632787644
361	0.2632123847
362	0.2631202813
363	0.2630527867
364	0.2629944252
365	0.2629231731
366	0.2628813582
367	0.2628039626
368	0.262763823
369	0.2627269589
370	0.2626905712
371	0.2626351572
372	0.2625903495
373	0.2625442296
374	0.2624812294
375	0.2624288917
376	0.2623781511
377	0.2623257699
378	0.2622650886
379	0.2621879267
380	0.2621168367
381	0.2620462287
382	0.2619927325
383	0.2619331197
384	0.2618946787
385	0.2618176733
386	0.2617615428
387	0.2616969005
388	0.2616136473
389	0.2615354621
390	0.2614644395
391	0.2614155189
392	0.2613471734
393	0.2612906707
394	0.2612127875
395	0.2611737216
396	0.2611115598
397	0.2610714282
398	0.2609439187
399	0.2608952359
400	0.2608294208
401	0.2607873779
402	0.2607386835
403	0.2606738778
404	0.2606205934
405	0.2605560089
406	0.2604946619
407	0.2604429826
408	0.2603954291
409	0.2603030332
410	0.260238175
411	0.2601867646
412	0.2601087422
413	0.2600361636
414	0.2599567756
415	0.2598960578
416	0.2598330695
417	0.2597857991
418	0.2597346812
419	0.2596878743
420	0.2596667915
421	0.2595951329
422	0.2595450835
423	0.2594956129
424	0.2594403759
425	0.2593777004
426	0.2593201415
427	0.2592687783
428	0.2592037092
429	0.259162526
430	0.2590788138
431	0.2590002608
432	0.258965027
433	0.2589022859
434	0.2588476511
435	0.2587980847
436	0.2587384054
437	0.2586773722
438	0.2586243028
439	0.258587727
440	0.2585324978
441	0.2585139269
442	0.2584139501
443	0.2582683813
444	0.258217657
445	0.2581808486
446	0.2581130203
447	0.2580417128
448	0.2579814857
449	0.2579071464
450	0.2578591378
451	0.2578091851
452	0.2577506348
453	0.2576679117
454	0.2576108429
455	0.2575504179
456	0.2574778044
457	0.2574311491
458	0.2573931462
459	0.2573124422
460	0.257261126
461	0.2572100622
462	0.2571250085
463	0.2570704144
464	0.2570093282
465	0.2569615534
466	0.2568803778
467	0.2568098053
468	0.2567642063
469	0.2567316641
470	0.2566725355
471	0.2565789729
472	0.2565013012
473	0.256455628
474	0.2564348916
475	0.2563746657
476	0.256323834
477	0.2562838251
478	0.2562532286
479	0.2562186094
480	0.2561646282
481	0.2561135601
482	0.2560914728
483	0.2560382246
484	0.2559951858
485	0.2559564561
486	0.2559183049
487	0.2558495288
488	0.2557836705
489	0.25570869
490	0.2556498688
491	0.2556068267
492	0.2555774451
493	0.2555216987
494	0.2554658227
495	0.2554572288
496	0.2554214356
497	0.255361764
498	0.2553146556
499	0.2552778912
500	0.2552421472
501	0.2551814197
502	0.2550926793
503	0.2550421803
504	0.2549921635
505	0.2549379458
506	0.2548781553
507	0.254766618
508	0.2547176089
509	0.254671255
510	0.254611552
511	0.2545610795
512	0.2545257076
513	0.254452451
514	0.2543849466
515	0.2543383914
516	0.2542753725
517	0.2540781251
518	0.2540118637
519	0.2539600125
520	0.2539253999
521	0.2538640896
522	0.253818582
523	0.2537936822
524	0.2537420567
525	0.2536965707
526	0.2536238936
527	0.2535285218
528	0.2534830247
529	0.2534186534
530	0.2533721513
531	0.2533305206
532	0.2532973901
533	0.2532341499
534	0.2531645976
535	0.2531181132
536	0.2530676507
537	0.2530246519
538	0.2529823479
539	0.2529306702
540	0.2528808313
541	0.2528237297
542	0.2527672219
543	0.2527265456
544	0.2526703074
545	0.2526149994
546	0.2525622199
547	0.2525341411
548	0.2525057396
549	0.252470559
550	0.2524477595
551	0.2524305335
552	0.2523775064
553	0.252340151
554	0.2522892951
555	0.2522270896
556	0.2521584963
557	0.2521084292
558	0.252062246
559	0.252000321
560	0.2519632113
561	0.2519344672
562	0.2519127687
563	0.2518715084
564	0.2518508865
565	0.2517853208
566	0.251734156
567	0.251697465
568	0.2516526398
569	0.2515680112
570	0.2515489762
571	0.2515231447
572	0.2514738701
573	0.25139771
574	0.2513322948
575	0.2512936558
576	0.2512236473
577	0.2511734401
578	0.2511338387
579	0.2510716156
580	0.2510281566
581	0.2509816333
582	0.2509671972
583	0.2509236003
584	0.2508828715
585	0.2508438597
586	0.2507701405
587	0.2507190854
588	0.2506790378
589	0.2506142785
590	0.2505820189
591	0.250531727
592	0.25048347
593	0.250451056
594	0.2504346751
595	0.2503936947
596	0.250333466
597	0.2502780027
598	0.250227742
599	0.2501711798
600	0.2501321225
601	0.2500851847
602	0.2500287241
603	0.2499529518
604	0.2499095375
605	0.2498713395
606	0.2498198484
607	0.2497754924
608	0.2497287589
609	0.249680446
610	0.2496392214
611	0.2495909392
612	0.2495753678
613	0.2495217926
614	0.2495036765
615	0.2494327971
616	0.2494026298
617	0.2493628541
618	0.2493116032
619	0.2492255266
620	0.2491775858
621	0.249120655
622	0.2490815621
623	0.2490367747
624	0.2490083431
625	0.2489705803
626	0.2489465046
627	0.2489059468
628	0.2488736316
629	0.2488252872
630	0.2487624517
631	0.2486886622
632	0.2486516254
633	0.2485947824
634	0.2485552016
635	0.2485153858
636	0.2484777513
637	0.2484609355
638	0.2484227805
639	0.24838145
640	0.2483275337
641	0.2482747213
642	0.2481966134
643	0.2481596804
644	0.2481390634
645	0.2480743445
646	0.2480280028
647	0.2479912675
648	0.2479404979
649	0.2478926302
650	0.2478466848
651	0.2478147404
652	0.2477656031
653	0.2477061954
654	0.2476352911
655	0.2475852162
656	0.2475470946
657	0.2475010553
658	0.2474608584
659	0.2474212309
660	0.2473396892
661	0.2472874896
662	0.2472300362
663	0.2471936382
664	0.2471518571
665	0.2471317396
666	0.2470990595
667	0.2470534606
668	0.2469861715
669	0.2469390709
670	0.2467766884
671	0.2467166691
672	0.2466526457
673	0.2466202841
674	0.2465897529
675	0.2465553455
676	0.2465379903
677	0.2464790563
678	0.2464258481
679	0.2463679523
680	0.2463213545
681	0.2462460643
682	0.2462120253
683	0.2461910111
684	0.2461558572
685	0.2461004386
686	0.246088251
687	0.2460267529
688	0.2459798549
689	0.2459446164
690	0.2459185178
691	0.2458877481
692	0.245861551
693	0.2458106832
694	0.2457356622
695	0.2456896587
696	0.2456244152
697	0.2455667326
698	0.2455216017
699	0.2454746482
700	0.2454311769
701	0.2453926039
702	0.2453451926
703	0.2453041922
704	0.2452589768
705	0.2452061792
706	0.2451732532
707	0.2451321932
708	0.2450999511
709	0.2450434318
710	0.2449922861
711	0.2449812717
712	0.2449467188
713	0.2449053231
714	0.244880241
715	0.2448449735
716	0.2448006806
717	0.2447520118
718	0.2446868041
719	0.2446688441
720	0.2446177083
721	0.2445849677
722	0.2445405334
723	0.2444791864
724	0.2444316699
725	0.2443886104
726	0.244331793
727	0.2443030301
728	0.2442549512
729	0.2442139314
730	0.2441734599
731	0.2441449005
732	0.2441369974
733	0.2440879934
734	0.2440359204
735	0.2439720042
736	0.2439344652
737	0.2438916973
738	0.243834752
739	0.2437988219
740	0.243751204
741	0.2437094468
742	0.2436821725
743	0.2436393782
744	0.2436062389
745	0.2435713911
746	0.2435423721
747	0.2434959482
748	0.2434463825
749	0.2434071528
750	0.2433731658
751	0.2433527863
752	0.2433102346
753	0.2432965432
754	0.2432227594
755	0.2431863639
756	0.2431674945
757	0.2431163382
758	0.24305204
759	0.2430137067
760	0.2429692987
761	0.242935658
762	0.2429192607
763	0.2428685265
764	0.2428469095
765	0.2428146682
766	0.2427887383
767	0.2427561661
768	0.2427088294
769	0.242671901
770	0.2426192421
771	0.2425709949
772	0.2425389197
773	0.2424960766
774	0.2424394633
775	0.2423979605
776	0.2423627508
777	0.2422965407
778	0.2422310832
779	0.2421475701
780	0.2420890458
781	0.2420540544
782	0.2420098116
783	0.2419701558
784	0.241942009
785	0.2419038561
786	0.2418630382
787	0.2418227566
788	0.2417714875
789	0.2417390076
790	0.2416998196
791	0.2416637219
792	0.2416419549
793	0.2415830422
794	0.2415435131
795	0.2415059695
796	0.2414888552
797	0.2414504206
798	0.2414283021
799	0.2413863267
800	0.2413496064
801	0.2413023962
802	0.2412693075
803	0.2412598625
804	0.2412268558
805	0.2411903324
806	0.2411494802
807	0.2411211194
808	0.2410877152
809	0.2410506032
810	0.2410141954
811	0.2409860578
812	0.240946576
813	0.2409001348
814	0.2408185049
815	0.240781076
816	0.2407475446
817	0.2407029704
818	0.2406682421
819	0.2406276929
820	0.2406190367
821	0.2405786342
822	0.2405422869
823	0.2405036381
824	0.2404713542
825	0.2404311349
826	0.2403958736
827	0.2403636688
828	0.2403364534
829	0.2402953993
830	0.2402409775
831	0.2402039162
832	0.2401665668
833	0.2401210424
834	0.240060655
835	0.2400277216
836	0.2400221558
837	0.2400077239
838	0.2399775806
839	0.2399257964
840	0.2398756251
841	0.2398324068
842	0.2398113442
843	0.2397594147
844	0.2397201433
845	0.2396846404
846	0.239638249
847	0.2395792084
848	0.23957266
849	0.2395397727
850	0.2395193073
851	0.2394631032
852	0.2394171305
853	0.2393741734
854	0.2393288418
855	0.2392626401
856	0.2392044365
857	0.2391578197
858	0.2391228914
859	0.2390764309
860	0.2390428397
861	0.2389986239
862	0.2389791998
863	0.2389372248
864	0.2389065687
865	0.2388579019
866	0.2387985067
867	0.2387238544
868	0.2386996226
869	0.2386697574
870	0.2386398197
871	0.2385754664
872	0.2385507157
873	0.2385118673
874	0.2384755031
875	0.2384348177
876	0.2383803061
877	0.2383491775
878	0.238316952
879	0.2382701875
880	0.2382297206
881	0.2382004454
882	0.238192107
883	0.2381448476
884	0.2381036973
885	0.2380571834
886	0.2380022359
887	0.2379573903
888	0.2379075964
889	0.2378604937
890	0.2377956716
891	0.2377658907
892	0.2377383841
893	0.2377233642
894	0.2377065466
895	0.2376573953
896	0.2376199694
897	0.2375815643
898	0.2375291197
899	0.2374988335
900	0.2374469348
901	0.2374078478
902	0.2373804591
903	0.2373280169
904	0.2372951619
905	0.2372604435
906	0.2372311858
907	0.2372014969
908	0.2371349146
909	0.2370967033
910	0.2370586325
911	0.2370316597
912	0.2369931188
913	0.2369571139
914	0.2369032665
915	0.2368824586
916	0.2368520261
917	0.2367994776
918	0.2367287321
919	0.236710626
920	0.2366728582
921	0.2366319693
922	0.2365911254
923	0.2365489495
924	0.23649707
925	0.236468423
926	0.2364192634
927	0.2364025877
928	0.2363808989
929	0.2363154523
930	0.2362689164
931	0.2362127036
932	0.2361572475
933	0.2361431761
934	0.2361153212
935	0.2360702258
936	0.2360480702
937	0.2360432592
938	0.2359955869
939	0.2359678325
940	0.2359551008
941	0.2359406952
942	0.2358987405
943	0.2358785652
944	0.2358272496
945	0.2358024061
946	0.2357725029
947	0.2357333555
948	0.2356808729
949	0.235648431
950	0.2356198123
951	0.235598015
952	0.2355643594
953	0.2355370878
954	0.2354963333
955	0.2354607947
956	0.235427807
957	0.2353785029
958	0.2353454256
959	0.2353060016
960	0.2352878578
961	0.235246323
962	0.235201822
963	0.2351618814
964	0.2351064298
965	0.235069232
966	0.2350340364
967	0.2349917024
968	0.2349579946
969	0.2349062835
970	0.2348918019
971	0.2348229654
972	0.2347447582
973	0.2347061799
974	0.234675945
975	0.2346204659
976	0.2345647038
977	0.2345251192
978	0.2344586699
979	0.2344544634
980	0.2344413577
981	0.2344066024
982	0.2343713223
983	0.2343319074
984	0.2342907585
985	0.2342635354
986	0.2342166712
987	0.2341724226
988	0.2341383806
989	0.2341191995
990	0.2340940437
991	0.2340648975
992	0.234002541
993	0.2339859837
994	0.2339417538
995	0.2338985604
996	0.2338459053
997	0.2338151652
998	0.2337657842
999	0.2337378898
